   Time[s]           u[ft/s]           v[ft/s]           w[ft/s]           p[rad/s]          q[rad/s]          r[rad/s]          x[ft]             y[ft]             z[ft]             eo                e1                e2                e3
   8.400000000E+00   5.289116007E+01   8.257114305E-01   1.053521399E+01  -9.052327449E-02   1.520603170E-02   8.307699223E-02   4.535930105E+02  -6.528168348E+01  -9.985262894E+02   9.749507233E-01  -9.173345761E-02   1.227541058E-01  -1.612063569E-01
   8.500000000E+00   5.282265543E+01  -4.202560604E-01   1.054218384E+01  -4.366361276E-02   1.938648251E-02   9.220697402E-02   4.587415515E+02  -6.687255812E+01  -9.986455877E+02   9.752277363E-01  -9.432864177E-02   1.245547786E-01  -1.565856852E-01
   8.600000000E+00   5.272991654E+01  -1.650485489E+00   1.054834052E+01   4.344633797E-03   2.003526081E-02   9.774874096E-02   4.638623376E+02  -6.852915009E+01  -9.987567380E+02   9.757439661E-01  -9.453795349E-02   1.261335687E-01  -1.519098771E-01
   8.700000000E+00   5.261541640E+01  -2.830017546E+00   1.055177577E+01   5.218303549E-02   1.696390292E-02   9.958400505E-02   4.689551255E+02  -7.025044635E+01  -9.988604520E+02   9.764975754E-01  -9.238713370E-02   1.273025824E-01  -1.473470573E-01
   8.800000000E+00   5.248456202E+01  -3.925625652E+00   1.055096374E+01   9.851489381E-02   1.036025624E-02   9.766295285E-02   4.740201399E+02  -7.203399493E+01  -9.989574732E+02   9.774673503E-01  -8.796489746E-02   1.278818369E-01  -1.430593991E-01
   8.900000000E+00   5.234514467E+01  -4.906686370E+00   1.054480764E+01   1.420152160E-01   7.595832461E-04   9.201457459E-02   4.790581445E+02  -7.387597786E+01  -9.990484375E+02   9.786121558E-01  -8.142033856E-02   1.277174331E-01  -1.392021349E-01
   9.000000000E+00   5.220653026E+01  -5.746010426E+00   1.053265435E+01   1.814100260E-01  -1.100835315E-02   8.276128186E-02   4.840704916E+02  -7.577133650E+01  -9.991337488E+02   9.798723675E-01  -7.295937711E-02   1.266978102E-01  -1.359218067E-01
   9.100000000E+00   5.207865816E+01  -6.420611270E+00   1.051432419E+01   2.155236187E-01  -2.389394298E-02   7.013388431E-02   4.890591406E+02  -7.771394678E+01  -9.992134763E+02   9.811734126E-01  -6.283975771E-02   1.247669123E-01  -1.333533531E-01
   9.200000000E+00   5.197094684E+01  -6.912377378E+00   1.049017543E+01   2.433308654E-01  -3.672310557E-02   5.448212872E-02   4.940266393E+02  -7.969683758E+01  -9.992872825E+02   9.824313127E-01  -5.136416258E-02   1.219330744E-01  -1.316159714E-01
   9.300000000E+00   5.189123106E+01  -7.208607150E+00   1.046118647E+01   2.640094470E-01  -4.831096806E-02   3.627595643E-02   4.989760668E+02  -8.171244145E+01  -9.993543920E+02   9.835598132E-01  -3.887120935E-02   1.182724395E-01  -1.308080771E-01
   9.400000000E+00   5.184486762E+01  -7.302366190E+00   1.042900573E+01   2.769845519E-01  -5.758740221E-02   1.609386023E-02   5.039109391E+02  -8.375286318E+01  -9.994136097E+02   9.844783425E-01  -2.572446685E-02   1.139259103E-01  -1.310020305E-01
   9.500000000E+00   5.183413622E+01  -7.192638729E+00   1.039590419E+01   2.819575832E-01  -6.372221272E-02  -5.402631864E-03   5.088350858E+02  -8.581014924E+01  -9.994633981E+02   9.851197731E-01  -1.230008904E-02   1.090891653E-01  -1.322395342E-01
   9.600000000E+00   5.185802328E+01  -6.884266106E+00   1.036457949E+01   2.789122007E-01  -6.623212320E-02  -2.750573943E-02   5.137525054E+02  -8.787654116E+01  -9.995020092E+02   9.854368544E-01   1.025899055E-03   1.039961600E-01  -1.345286301E-01
   9.700000000E+00   5.191241625E+01  -6.387689040E+00   1.033780806E+01   2.680959718E-01  -6.504896956E-02  -4.950350972E-02   5.186672152E+02  -8.994469826E+01  -9.995276597E+02   9.854063337E-01   1.388941741E-02   9.889767992E-02  -1.378429925E-01
   9.800000000E+00   5.199066879E+01  -5.718528593E+00   1.031800743E+01   2.499825949E-01  -6.053152951E-02  -7.071946788E-02   5.235831051E+02  -9.200788154E+01  -9.995387259E+02   9.850301813E-01   2.594815807E-02   9.403762088E-02  -1.421237520E-01
   9.900000000E+00   5.208444163E+01  -4.897047289E+00   1.030682452E+01   2.252251877E-01  -5.341333687E-02  -9.054285240E-02   5.285038060E+02  -9.406009801E+01  -9.995339280E+02   9.843338731E-01   3.688886024E-02   8.963035966E-02  -1.472835256E-01
   1.000000000E+01   5.218469334E+01  -3.947526540E+00   1.030487502E+01   1.946126594E-01  -4.469350992E-02  -1.084455128E-01   5.334325781E+02  -9.609621168E+01  -9.995124714E+02   9.833622156E-01   4.643218942E-02   8.584252331E-02  -1.532118332E-01
   1.010000000E+01   5.228269316E+01  -2.897584339E+00   1.031171158E+01   1.590378142E-01  -3.549176341E-02  -1.239856825E-01   5.383722211E+02  -9.811203169E+01  -9.994741273E+02   9.821735521E-01   5.433599681E-02   8.278159173E-02  -1.597808535E-01
